time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-14T22:37:06.533Z,62.8909,-149.6299,67.1,2.9,ml,,,,0.7,ak,ak16033804,2017-05-14T22:51:37.474Z,"65km SSW of Cantwell, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-14T22:11:07.520Z,-2.4165,-12.4542,10,5.2,mb,,48,5.799,0.6,us,us10008sgl,2017-05-15T01:20:23.040Z,"North of Ascension Island",earthquake,8.3,1.9,0.043,176,reviewed,us,us
2017-05-14T22:01:23.150Z,18.384,-67.0983,19,2.47,md,13,89,0.0845,0.29,pr,pr2017134012,2017-05-18T00:50:59.312Z,"1km SE of Moca, Puerto Rico",earthquake,0.63,0.67,0.35,12,reviewed,pr,pr
2017-05-14T20:41:02.487Z,56.6683,-156.8726,86.8,2.9,ml,,,,0.33,ak,ak16033428,2017-05-14T20:45:16.927Z,"121km NW of Chirikof Island, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-05-14T20:37:18.717Z,59.741,-136.4224,5,2.6,ml,,,,1.07,ak,ak16033422,2017-05-14T20:43:35.007Z,"70km WNW of Skagway, Alaska",earthquake,,0.6,,,automatic,ak,ak
2017-05-14T20:12:42.330Z,-36.8553,-73.8454,34.56,4.3,mb,,174,0.536,0.64,us,us10008sfz,2017-05-15T02:08:57.710Z,"63km NW of Arauco, Chile",earthquake,4,8.6,0.201,7,reviewed,us,us
2017-05-14T19:44:23.800Z,-20.9282,-68.7347,124.45,5.6,mww,,37,0.712,1.15,us,us10008sfd,2017-05-16T22:53:54.040Z,"166km ESE of Iquique, Chile",earthquake,7,7.9,,,reviewed,us,us
2017-05-14T19:31:35.260Z,19.5985,-67.606,32,3.04,md,11,272,1.2206,0.35,pr,pr2017134014,2017-05-18T00:52:57.920Z,"133km NNW of San Antonio, Puerto Rico",earthquake,2.34,22.2,0.22,7,reviewed,pr,pr
2017-05-14T19:16:00.216Z,59.8085,-136.5576,0,3,ml,,,,0.65,ak,ak16033049,2017-05-14T19:26:46.432Z,"80km WNW of Skagway, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-14T18:33:34.880Z,18.8561,-63.7265,40,2.83,md,3,353,1.6499,0.16,pr,pr2017134011,2017-05-18T01:05:02.660Z,"99km NW of The Valley, Anguilla",earthquake,7.43,9.44,0.54,2,reviewed,pr,pr
2017-05-14T18:25:08.260Z,17.9001,-68.501,88,3.5,md,10,284,0.6253,0.24,pr,pr2017134010,2017-05-18T01:06:09.923Z,"54km SSE of Boca de Yuma, Dominican Republic",earthquake,2.86,2.54,0.08,5,reviewed,pr,pr
2017-05-14T17:03:05.750Z,19.7365,-67.6541,36,3.43,md,17,266,1.3633,0.22,pr,pr2017134006,2017-05-18T01:07:47.809Z,"149km NNW of San Antonio, Puerto Rico",earthquake,1.57,14.25,0.32,14,reviewed,pr,pr
2017-05-14T13:59:39.520Z,19.8285,-67.7478,43,3.12,md,5,302,1.4593,0.13,pr,pr2017134009,2017-05-18T00:55:46.380Z,"154km NNE of Punta Cana, Dominican Republic",earthquake,1.61,9.22,0.19,5,reviewed,pr,pr
2017-05-14T13:54:01.030Z,18.0156,-64.9491,22,2.58,md,5,251,0.4431,0.23,pr,pr2017134007,2017-05-18T00:57:48.990Z,"36km S of Charlotte Amalie, U.S. Virgin Islands",earthquake,2.33,15.84,0.19,5,reviewed,pr,pr
2017-05-14T13:14:32.488Z,51.0124,-177.042,15.9,3.5,ml,,,,0.34,ak,ak16032663,2017-05-14T23:46:01.837Z,"100km SSW of Adak, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-14T12:56:24.050Z,36.564,-89.599,13.61,3.02,md,45,31,0.01505,0.12,nm,nm60194166,2017-05-16T15:05:40.052Z,"6km S of Lilbourn, Missouri",earthquake,0.14,0.22,0.099,57,reviewed,nm,nm
2017-05-14T12:55:38.277Z,59.9115,-153.1715,117.6,2.6,ml,,,,0.75,ak,ak16032654,2017-05-14T13:12:32.242Z,"68km SSW of Redoubt Volcano, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-14T12:22:17.819Z,63.0913,-151.3692,4.5,3.1,ml,,,,0.95,ak,ak16032633,2017-05-15T02:07:11.948Z,"107km NW of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-14T11:54:24.946Z,51.6135,178.5889,66.5,3.8,ml,,,,0.61,ak,ak16032623,2017-05-14T23:34:42.396Z,"37km S of Little Sitkin Island, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-14T11:17:53.360Z,19.4328333,-155.6078333,2.522,2.51,ml,31,73,0.0195,0.12,hv,hv61749131,2017-05-15T03:36:54.540Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.3,0.46,0.177,9,reviewed,hv,hv
2017-05-14T10:35:45.462Z,62.1312,-148.0937,19.8,2.5,ml,,,,0.6,ak,ak16032603,2017-05-14T10:45:04.024Z,"54km NE of Sutton-Alpine, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-14T09:22:51.580Z,36.2162,-98.9443,5,2.5,mb_lg,,96,0.169,0.41,us,us10008sc1,2017-05-14T09:38:46.040Z,"19km N of Taloga, Oklahoma",earthquake,2.1,2,0.095,29,reviewed,us,us
2017-05-14T08:40:31.070Z,36.5285,70.8096,190.19,4.3,mb,,70,0.624,1.14,us,us10008sbx,2017-05-14T08:58:06.040Z,"37km S of Jarm, Afghanistan",earthquake,7.1,5,0.091,34,reviewed,us,us
2017-05-14T07:24:31.130Z,36.4793,-97.3053,1.28,2.9,mb_lg,,41,0.226,0.06,us,us10008sbv,2017-05-15T02:09:20.540Z,"21km N of Perry, Oklahoma",earthquake,1,5.3,0.065,61,reviewed,us,us
2017-05-14T07:22:20.490Z,-24.2156,-67.1939,216.03,4.1,mb,,49,2.243,0.68,us,us10008sbu,2017-05-14T07:59:04.040Z,"88km W of San Antonio de los Cobres, Argentina",earthquake,9.3,22.1,0.371,2,reviewed,us,us
2017-05-14T05:33:23.630Z,-18.4259,-71.1058,39.14,4.8,mwr,,137,0.727,1.04,us,us10008sb8,2017-05-14T06:00:08.040Z,"84km W of Arica, Chile",earthquake,6.2,5.7,0.046,46,reviewed,us,us
2017-05-14T05:28:14.570Z,35.1576,81.4411,10,4.3,mb,,75,7.153,0.97,us,us10008sb7,2017-05-14T06:18:13.040Z,"254km SSE of Hotan, China",earthquake,3.1,1.9,0.099,29,reviewed,us,us
2017-05-14T05:16:46.710Z,60.3701,-147.3332,5.4,2.8,ml,,,,0.78,ak,ak16031834,2017-05-14T05:23:44.581Z,"86km ESE of Whittier, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-14T04:46:07.470Z,38.8582,21.9739,12.39,4.4,mb,,75,0.325,1.16,us,us10008saz,2017-05-15T02:09:41.756Z,"13km WSW of Sperkhias, Greece",earthquake,6.3,6.7,0.101,29,reviewed,us,us
2017-05-14T04:29:06.580Z,12.9514,-90.0913,44.74,4.6,mb,,153,1.111,1.09,us,us10008sau,2017-05-14T04:47:57.040Z,"76km SSW of Acajutla, El Salvador",earthquake,7.3,8.2,0.036,227,reviewed,us,us
2017-05-14T03:28:16.830Z,36.2123,-98.9227,5,2.6,mb_lg,,89,0.178,0.5,us,us10008san,2017-05-15T02:10:05.222Z,"19km N of Taloga, Oklahoma",earthquake,3.6,2,0.08,41,reviewed,us,us
2017-05-14T03:21:07.920Z,33.1216667,-116.0786667,9.78,2.87,ml,84,32,0.1632,0.19,ci,ci37645471,2017-05-16T18:19:21.813Z,"22km SSW of Salton City, California",earthquake,0.13,0.52,0.154,146,reviewed,ci,ci
2017-05-14T02:55:56.530Z,18.4573,-68.735,130,3.55,md,19,193,0.3581,0.25,pr,pr2017134000,2017-05-18T01:11:12.467Z,"7km WNW of San Rafael del Yuma, Dominican Republic",earthquake,3.76,1.13,0.28,17,reviewed,pr,pr
2017-05-14T02:01:48.660Z,-15.3366,-172.7077,10,4.7,mb,,71,1.68,1.02,us,us10008sae,2017-05-14T02:22:25.040Z,"130km ENE of Hihifo, Tonga",earthquake,5.7,1.8,0.075,59,reviewed,us,us
2017-05-14T01:52:06.950Z,36.2289,-98.9121,5,2.8,mb_lg,,86,0.166,0.53,us,us10008sa4,2017-05-15T02:10:22.151Z,"21km NNE of Taloga, Oklahoma",earthquake,2.3,2,0.076,45,reviewed,us,us
2017-05-14T01:24:20.538Z,51.6734,-178.5307,11.3,3.9,ml,,,,0.55,ak,ak16031096,2017-05-14T06:19:15.725Z,"35km SW of Tanaga Volcano, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2017-05-14T01:24:02.079Z,51.8697,-178.5879,6.8,3.5,ml,,,,0.73,ak,ak16031097,2017-05-14T06:05:15.025Z,"30km W of Tanaga Volcano, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2017-05-14T00:13:10.470Z,59.7275,-136.6873,4.23,3.7,mb,,96,0.542,0.85,us,us10008s9p,2017-05-15T02:08:28.395Z,"83km WNW of Skagway, Alaska",earthquake,4.9,8.7,0.502,1,reviewed,us,us
2017-05-13T23:47:41.262Z,59.6687,-154.489,184.1,2.7,ml,,,,0.77,ak,ak16030406,2017-05-13T23:57:59.042Z,"25km ESE of Old Iliamna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2017-05-13T23:41:55.260Z,19.1376,-64.6395,14,2.91,md,7,308,1.05,0.26,pr,pr2017133017,2017-05-18T01:12:45.334Z,"79km N of Road Town, British Virgin Islands",earthquake,7.56,14.96,0.41,6,reviewed,pr,pr
2017-05-13T23:33:16.380Z,12.8521,-90.1886,10,4.4,mb,,173,1.247,1.29,us,us10008s9e,2017-05-13T23:53:39.040Z,"90km SSW of Acajutla, El Salvador",earthquake,2.8,2,0.088,37,reviewed,us,us
2017-05-13T22:57:49.820Z,12.9381,-90.0987,10,4.5,mb,,156,1.125,1.12,us,us10008s95,2017-05-13T23:23:13.040Z,"78km SSW of Acajutla, El Salvador",earthquake,6.1,1.9,0.063,74,reviewed,us,us
2017-05-13T21:59:30.120Z,36.7034,-98.4363,6.66,3.1,mb_lg,,63,0.207,0.2,us,us10008s8y,2017-05-15T02:10:13.451Z,"9km SW of Cherokee, Oklahoma",earthquake,1.1,6.1,0.063,66,reviewed,us,us
2017-05-13T20:10:32.470Z,44.4316,-129.5795,10,4.4,mb,,187,4.041,1,us,us10008s8g,2017-05-14T01:16:04.040Z,"Off the coast of Oregon",earthquake,9.4,1.9,0.053,102,reviewed,us,us
2017-05-13T19:59:20.236Z,59.7865,-136.7254,2.5,2.6,ml,,,,0.73,ak,ak16029418,2017-05-14T00:01:09.980Z,"87km WNW of Skagway, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-13T19:46:08.210Z,-21.6882,-66.738,207.17,4.7,mb,,96,4.729,0.82,us,us10008s84,2017-05-13T20:14:45.040Z,"98km SSW of Atocha, Bolivia",earthquake,8.2,8.6,0.056,95,reviewed,us,us
2017-05-13T19:44:42.920Z,-21.761,-70.4032,34.38,4.3,mb,,185,0.481,0.63,us,us10008s80,2017-05-14T00:55:43.040Z,"42km NNW of Tocopilla, Chile",earthquake,3.7,2.4,0.308,3,reviewed,us,us
2017-05-13T19:22:48.480Z,36.9922,71.2884,107.13,4.2,mb,,77,0.585,0.91,us,us10008s7s,2017-05-14T00:33:36.040Z,"40km NNW of Ashkasham, Afghanistan",earthquake,2.9,4.9,0.141,14,reviewed,us,us
2017-05-13T18:37:36.020Z,17.8801,-68.4913,84,3.21,md,11,283,0.6433,0.36,pr,pr2017133014,2017-05-18T01:16:18.711Z,"56km SSE of Boca de Yuma, Dominican Republic",earthquake,4.059,4.3,0.16,9,reviewed,pr,pr
2017-05-13T18:01:00.870Z,37.7766,57.1946,16.54,5.6,mwb,,36,0.746,1.17,us,us10008s7b,2017-05-17T15:08:18.112Z,"35km NNW of Bojnurd, Iran",earthquake,5.7,3.3,0.047,44,reviewed,us,us
2017-05-13T16:54:46.440Z,-32.9458,-72.0534,22.04,5.2,mww,,137,0.358,0.78,us,us10008s71,2017-05-16T22:21:27.040Z,"41km WNW of Valparaiso, Chile",earthquake,4.9,6,,,reviewed,us,us
2017-05-13T14:17:48.340Z,34.589,-116.604,5.53,2.99,ml,61,52,0.05723,0.18,ci,ci37645231,2017-05-16T18:13:12.437Z,"37km ENE of Lucerne Valley, California",earthquake,0.15,0.52,0.113,182,reviewed,ci,ci
2017-05-13T13:55:05.740Z,36.4741,-98.7457,4.52,2.9,mb_lg,,71,0.005,0.15,us,us10008s6c,2017-05-13T14:20:26.040Z,"32km NW of Fairview, Oklahoma",earthquake,1.7,6.1,0.065,61,reviewed,us,us
2017-05-13T13:46:12.280Z,44.7731,148.4147,135.62,4.4,mb,,126,4.219,1.22,us,us10008s6b,2017-05-13T14:41:50.040Z,"66km SE of Kuril'sk, Russia",earthquake,2.9,8.3,0.095,32,reviewed,us,us
2017-05-13T13:31:08.984Z,62.1698,-147.837,42.6,4.1,ml,,,,0.78,ak,ak16028115,2017-05-15T15:39:24.040Z,"67km NE of Sutton-Alpine, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2017-05-13T13:29:04.680Z,13.0407,-89.9762,59.94,4.6,mb,,179,0.968,0.84,us,us10008s65,2017-05-14T04:05:50.146Z,"63km SSW of Acajutla, El Salvador",earthquake,6.3,7.8,0.073,56,reviewed,us,us
2017-05-13T12:34:57.260Z,-4.9151,129.8109,187.48,4.5,mb,,126,3.387,0.85,us,us10008s5v,2017-05-13T12:49:43.040Z,"196km SE of Saparua, Indonesia",earthquake,12,9.5,0.094,33,reviewed,us,us
2017-05-13T12:19:47.077Z,60.0653,-151.9545,80.7,3.9,ml,,,,0.52,ak,ak16027805,2017-05-15T02:06:21.267Z,"30km NNW of Anchor Point, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-13T12:17:26.720Z,-35.3854,-105.2391,10,4.9,mb,,171,8.946,0.88,us,us10008s5y,2017-05-13T13:04:14.040Z,"Southern East Pacific Rise",earthquake,8.1,1.9,0.095,35,reviewed,us,us
2017-05-13T11:29:02.823Z,61.294,-151.2399,57.7,2.8,ml,,,,0.54,ak,ak16027513,2017-05-13T11:36:05.463Z,"67km N of Nikiski, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-13T11:26:21.320Z,12.9594,-90.0082,56.7,4.9,mb,,134,1.046,1.1,us,us10008s59,2017-05-13T11:43:56.040Z,"72km SSW of Acajutla, El Salvador",earthquake,7.2,7.7,0.027,450,reviewed,us,us
2017-05-13T09:46:50.690Z,84.8675,98.2575,10,4.6,mb,,70,11.977,0.78,us,us10008s53,2017-05-13T10:20:34.040Z,"North of Severnaya Zemlya",earthquake,9.9,1.9,0.041,174,reviewed,us,us
2017-05-13T09:06:47.490Z,36.4741,-98.7328,3.71,2.7,mb_lg,,69,0.008,0.08,us,us10008s4t,2017-05-13T09:18:07.040Z,"32km NW of Fairview, Oklahoma",earthquake,1.4,2,0.069,55,reviewed,us,us
2017-05-13T08:43:44.380Z,84.8889,98.7788,10,4.8,mb,,102,12.013,0.82,us,us10008s4p,2017-05-13T09:10:48.040Z,"North of Severnaya Zemlya",earthquake,10.4,1.9,0.058,91,reviewed,us,us
2017-05-13T08:32:37.830Z,36.4619,-98.7296,4.34,4.2,mwr,,67,0.019,0.22,us,us10008s4j,2017-05-19T01:37:50.175Z,"31km NW of Fairview, Oklahoma",earthquake,1.3,3.8,0.039,63,reviewed,us,us
2017-05-13T08:20:49.560Z,36.4582,-98.7541,3.37,2.6,mb_lg,,72,0.022,0.16,us,us10008s4h,2017-05-13T08:29:55.040Z,"32km NW of Fairview, Oklahoma",earthquake,1.6,3.5,0.09,32,reviewed,us,us
2017-05-13T06:43:17.780Z,51.76,-178.2787,10,4,mb,,202,0.997,1.09,us,us10008s3q,2017-05-13T08:20:05.286Z,"16km SW of Tanaga Volcano, Alaska",earthquake,8.9,1.9,0.08,42,reviewed,us,us
2017-05-13T05:57:15.462Z,60.9921,-146.0301,17.7,2.5,ml,,,,0.89,ak,ak16026385,2017-05-14T04:08:27.981Z,"23km SE of Valdez, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-13T05:47:33.650Z,-2.9043,133.0181,10,4.4,mb,,141,0.768,1.05,us,us10008s3j,2017-05-13T06:06:20.040Z,"254km SSW of Manokwari, Indonesia",earthquake,7.3,2,0.149,13,reviewed,us,us
2017-05-13T04:06:17.030Z,-56.35,-25.7945,10,4.9,mb,,196,6.446,0.65,us,us10008s39,2017-05-13T04:25:26.040Z,"94km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,15.7,2,0.098,33,reviewed,us,us
2017-05-13T03:44:10.950Z,37.5253333,-118.549,13.31,2.66,md,36,55,0.08699,0.06,nc,nc72800996,2017-05-14T04:03:53.721Z,"19km NW of Dixon Lane-Meadow Creek, California",earthquake,0.27,0.9,0.125,33,reviewed,nc,nc
2017-05-13T03:34:04.420Z,10.5847,126.6579,10,4.9,mb,,118,3.651,0.62,us,us10008s38,2017-05-13T04:30:14.040Z,"89km NE of San Isidro, Philippines",earthquake,9.9,1.9,0.074,60,reviewed,us,us
2017-05-13T02:43:48.180Z,56.9116,162.3966,68.84,4.5,mb,,139,4.454,0.78,us,us10008s2u,2017-05-13T03:02:54.040Z,"76km N of Ust'-Kamchatsk Staryy, Russia",earthquake,10.9,9.1,0.054,103,reviewed,us,us
2017-05-13T02:15:47.940Z,-33.7369,-178.694,46.52,4.6,mb,,198,4.531,0.6,us,us10008s2p,2017-05-13T02:34:59.040Z,"256km S of L'Esperance Rock, New Zealand",earthquake,14,11.9,0.141,17,reviewed,us,us
2017-05-12T23:55:21.260Z,19.2273331,-155.4134979,33.9,2.45,ml,49,136,0.01819,0.15,hv,hv61745941,2017-05-13T00:01:20.020Z,"7km ENE of Pahala, Hawaii",earthquake,0.59,0.63,1.18,3,automatic,hv,hv
2017-05-12T22:55:26.834Z,62.5637,-151.8167,14.6,2.5,ml,,,,1.07,ak,ak16025505,2017-05-12T23:08:13.317Z,"92km WNW of Talkeetna, Alaska",earthquake,,1.7,,,automatic,ak,ak
2017-05-12T22:53:44.570Z,54.6939,-164.5535,3.42,4.9,mb,,129,0.678,0.82,us,us10008s1v,2017-05-15T23:10:48.040Z,"75km WSW of False Pass, Alaska",earthquake,6.8,5.1,0.031,327,reviewed,us,us
2017-05-12T22:34:21.510Z,38.562,-122.3005,3.05,2.65,md,97,55,0.05813,0.19,nc,nc72800881,2017-05-14T04:03:41.061Z,"13km E of Angwin, California",earthquake,0.12,0.65,0.231,67,reviewed,nc,nc
2017-05-12T21:40:11.380Z,-4.5758,146.3146,84.34,4.3,mb,,272,4.87,0.52,us,us10008s19,2017-05-15T03:54:32.040Z,"91km NE of Madang, Papua New Guinea",earthquake,15.4,15.9,0.129,17,reviewed,us,us
2017-05-12T21:14:51.780Z,-19.8338,-177.4986,547.69,4.1,mb,,150,4.698,0.39,us,us10008tcx,2017-05-19T03:16:34.040Z,"154km NE of Ndoi Island, Fiji",earthquake,24,24.4,0.123,18,reviewed,us,us
